GT	Pred	Corrected	Prob	WRR_Correct	Post_WRR_Correct
మొత్తం	మొత్తం	మొత్తం	0.9997	1	1
వర్థిల్ల	వర్థిల్ల	వర్థిల్ల	0.9964	1	1
చూపించేటువంటి	చూపించేటువంటి	చూపించేటువంటి	0.9995	1	1
అంబరుడు.	అంబరుడు.	అంబరుడు.	0.9978	1	1
ఆ	ఆ	ఆ	0.9992	1	1
ఆమె.	ఆమె.	ఆమె.	0.9848	1	1
గావించినను;	గావించినను,	గావించినను,	0.9614	0	0
నడచెను.	నడచెను.	నడచెను.	0.9976	1	1
[నృత్యం]	(నృత్యం3	(నృత్యం3	0.8869	0	0
వానిని	వానిని	వానిని	0.9993	1	1
ఆనందిస్తున్నారో	ఆనందిస్తున్నారో	ఆనందిస్తున్నారో	0.9632	1	1
సాయంత్రము	సాయంత్రము	సాయంత్రము	0.9993	1	1
రెండు	రెండు	రెండు	0.9987	1	1
దానినుంచి	దానినుంచి	దానినుంచి	0.9960	1	1
పుట్టెను,	పుట్టెను.	పుట్టెను.	0.9457	0	0
నేర్చుకొనిరి.	నేర్చుకొనిగి.	నేర్చుకొనిగి.	0.9406	0	0
ఆకాశం	ఆకాశం	ఆకాశం	0.9398	1	1
మీయందు	మీయందు	మీయందు	0.9997	1	1
అక్కడ	అక్కడ	అక్కడ	0.9999	1	1
ఆకాశమే	ఆకాశమే	ఆకాశమే	0.9991	1	1
న్యాయ్యము.	న్యాయ్యము.	న్యాయ్యము.	0.9953	1	1
కెమేరాలు	కెమేరాలు	కెమేరాలు	0.9824	1	1
కనేక	కనేక	కనేక	0.8807	1	1
చేసి	చేసి	చేసి	0.9994	1	1
కలరు.	కలరు.	కలరు.	0.9655	1	1
నని	నని	నని	0.9990	1	1
చిన్నరి	చిన్నరి	చిన్నరి	0.9995	1	1
అనేది	అనేది	అనేది	0.9989	1	1
వేయవలసినదని	వేయవలసినదని	వేయవలసినదని	0.9725	1	1
స్పీడు	స్పీడు	స్పీడు	0.9856	1	1
తోనే	తోనే	తోనే	0.9996	1	1
(interlinked).	linterlinked).	linterlinked).	0.8836	0	0
గడియారాన్ని	గడియారాన్ని	గడియారాన్ని	0.9998	1	1
వాళ్ళు	వాళ్ళు	వాళ్ళు	0.9992	1	1
సంగ్రహం,	సంగ్రహం,	సంగ్రహం,	0.9966	1	1
శిరస్సుదాక	శిరస్సుదాక	శిరస్సుదాక	0.9997	1	1
పతంజలి	పతంజలి	పతంజలి	0.9979	1	1
యిష్టం	యిష్టం	యిష్టం	0.9989	1	1
యెల్ల	యె	యె	0.9988	0	0
తల్లీ:	తల్లీ	తల్లీ	0.9993	0	0
ముడుచుకొని పోయి	ముడుచుకొనిపోయి	ముడుచుకొనిపోయి	0.9685	0	0
వేయమంటూంటే,	వేయమంటూంటే,	వేయమంటూంటే,	0.9991	1	1
కొన్ననపై	కొన్ననపై	కొన్ననపై	0.9892	1	1
నున్నపుడు	నున్నపుడు	నున్నపుడు	0.9772	1	1
ననిపించెడిది.	ననిపించెడిది.	ననిపించెడిది.	0.9937	1	1
కిస్మిస్,	కిస్మిన్,	కిస్మిన్,	0.9732	0	0
మనస్సులోంచి	మనస్సులోంచి	మనస్సులోంచి	0.9584	1	1
మిక్కిలి	మిక్కిలి	మిక్కిలి	0.9936	1	1
ఆతడు	ఆతడు	ఆతడు	0.9936	1	1
3.	'3	'3	0.9485	0	0
చిత్తవృత్తి	చిత్తవృత్తి	చిత్తవృత్తి	0.9827	1	1
అది	అది	అది	0.9992	1	1
పట్టుకొనిరి.	పట్టుకొనిరి.	పట్టుకొనిరి.	0.9264	1	1
కుక్కల్లే	కుక్కల్లే	కుక్కల్లే	0.9983	1	1
ర్యాంకు	ర్యాంకు	ర్యాంకు	0.9968	1	1
ఉంటుంది.	ఉంటుంది.	ఉంటుంది.	0.9868	1	1
అంతా	అంతా	అంతా	0.9181	1	1
వారెక్కువ	వారెక్కువ	వారెక్కువ	0.9805	1	1
చూసి	చూసి	చూసి	0.9995	1	1
అంతకు	అంతకు	అంతకు	0.9996	1	1
సుఖజీవనము	సుఖజీవనము	సుఖజీవనము	0.9988	1	1
వాడు	వాడు	వాడు	0.9579	1	1
మంచివాళ్ళకు	మంచివాళ్ళకు	మంచివాళ్ళకు	0.9993	1	1
వరములేమియు	వరములేమియు	వరములేమియు	0.9965	1	1
మీరు	మీరు	మీరు	0.9462	1	1
బహుమతిగ	బహుమతిగ	బహుమతిగ	0.9983	1	1
రీతిగా	రీతిగా	రీతిగా	0.9311	1	1
అవకాశము	అవకాశము	అవకాశము	0.9963	1	1
చదువుకోవాలి.	చదువుకోవాలి.	చదువుకోవాలి.	0.9990	1	1
కాదను	కాదను	కాదను	0.9996	1	1
ఘల్లుమంటున్నటు	ఘల్లుమంటునటు	ఘల్లుమంటునటు	0.9670	0	0
నాజ్ఞాపించు	నాజ్ఞాపించు	నాజ్ఞాపించు	0.9995	1	1
తీవ్రముగ	తీవముగ	తీవముగ	0.9992	0	0
సూర్యకిరణాల్లాగ	సూర్యకిరణాల్లాగ	సూర్యకిరణాల్లాగ	0.9891	1	1
కప్పు	కప్పు	కప్పు	0.9124	1	1
వచ్చాక	వచ్చాక	వచ్చాక	0.9997	1	1
మణికంధరుడు	మణికంధరుడు	మణికంధరుడు	0.9571	1	1
ఒక్కోలాగ	ఒక్కోలాగ	ఒక్కోలాగ	0.9999	1	1
పట్టుకుని	పట్టుకుని	పట్టుకుని	0.9997	1	1
18	18	18	0.9935	1	1
లేదు.	లేదు.	లేదు.	0.9984	1	1
సంతోషపడుచున్నాము."	సంతోమపడుచున్నాము."	సంతోమపడుచున్నాము."	0.9453	0	0
